PSD_Area,Morphology,GluA2_Area,#_Cluster,timepoint,condition,GluA2_Area_per_cluster,PSD_Area_per_cluster
0.306,0,0.238,1,0,Control,0.238,0.306
0.376,0,0.154,2,0,Control,0.077,0.188
0.128,0,0.019,2,0,Control,0.0095,0.064
0.102,0,0.063,1,0,Control,0.063,0.102
0.068,0,0.051,2,0,Control,0.0255,0.034
0.105,0,0.049,2,0,Control,0.0245,0.0525
0.081,0,0.02,1,0,Control,0.02,0.081
0.071,0,0.018,1,0,Control,0.018,0.071
0.067,0,0.018,1,0,Control,0.018,0.067
0.06,0,0.03,1,0,Control,0.03,0.06
0.157,0,0.095,1,0,Control,0.095,0.157
0.121,0,0.033,2,0,Control,0.0165,0.0605
0.068,0,0.065,1,0,Control,0.065,0.068
0.119,0,0.021,2,0,Control,0.0105,0.0595
0.078,0,0.101,1,0,Control,0.101,0.078
0.099,0,0.094,1,0,Control,0.094,0.099
0.124,0,0.104,1,0,Control,0.104,0.124
0.204,0,0.118,1,0,Control,0.118,0.204
0.188,0,0.064,1,0,Control,0.064,0.188
0.214,0,0.147,1,0,Control,0.147,0.214
0.16,0,0.053,1,0,Control,0.053,0.16
0.202,0,0.006,1,0,Control,0.006,0.202
0.102,0,0.032,1,0,Control,0.032,0.102
0.18,0,0.133,1,0,Control,0.133,0.18
0.06,0,0.125,1,0,Control,0.125,0.06
0.099,0,0.009,1,0,Control,0.009,0.099
0.168,0,0.102,1,0,Control,0.102,0.168
0.048,0,0.034,1,0,Control,0.034,0.048
0.11,0,0.027,1,0,Control,0.027,0.11
0.096,0,0.096,1,0,Control,0.096,0.096
0.163,1,0.047,2,0,Control,0.0235,0.0815
0.136,0,0.025,1,0,Control,0.025,0.136
0.319,0,0.037,2,0,Control,0.0185,0.1595
0.356,0,0.091,3,0,Control,0.030333333333333334,0.11866666666666666
0.201,0,0.0139999999999999,2,0,Control,0.00699999999999995,0.1005
0.291,1,0.086,1,0,Control,0.086,0.291
0.342,0,0.15,1,0,Control,0.15,0.342
0.216,0,0.08,1,0,Control,0.08,0.216
0.203,0,0.028,1,0,Control,0.028,0.203
0.23,0,0.034,1,0,Control,0.034,0.23
0.218,0,0.008,1,0,Control,0.008,0.218
0.238,0,0.069,3,0,Control,0.023000000000000003,0.07933333333333333
0.206,0,0.003,1,0,Control,0.003,0.206
0.561,3,0.054,2,0,Control,0.027,0.2805
0.511,2,0.123,3,0,Control,0.041,0.17033333333333334
0.382,0,0.009,1,0,Control,0.009,0.382
0.302,0,0.107,1,0,Control,0.107,0.302
0.118,0,0.027,2,0,Control,0.0135,0.059
0.2,0,0.021,1,0,Control,0.021,0.2
0.17,0,0.016,1,0,Control,0.016,0.17
0.155,0,0.076,1,0,Control,0.076,0.155
0.167,0,0.004,1,0,Control,0.004,0.167
0.191,0,0.005,2,0,Control,0.0025,0.0955
0.18,0,0.038,1,0,Control,0.038,0.18
0.243,1,0.008,2,0,Control,0.004,0.1215
0.157,0,0.003,1,0,Control,0.003,0.157
0.174,0,0.066,1,0,Control,0.066,0.174
0.08,0,0.043,1,0,Control,0.043,0.08
0.194,0,0.014,1,0,Control,0.014,0.194
0.555,0,0.137,2,0,Control,0.0685,0.2775
0.323,0,0.029,1,0,Control,0.029,0.323
0.61,1,0.177,3,0,Control,0.059,0.20333333333333334
0.151,0,0.002,1,0,Control,0.002,0.151
0.128,0,0.053,1,0,Control,0.053,0.128
0.238,0,0.002,1,0,Control,0.002,0.238
0.211,0,0.023,1,0,Control,0.023,0.211
0.233,0,0.003,1,0,Control,0.003,0.233
0.178,0,0.046,1,0,Control,0.046,0.178
0.194,0,0.024,1,0,Control,0.024,0.194
0.172,0,0.048,1,0,Control,0.048,0.172
0.196,0,0.046,2,0,Control,0.023,0.098
0.174,0,0.012,1,0,Control,0.012,0.174
0.266,0,0.0549999999999999,2,0,Control,0.02749999999999995,0.133
0.357,0,0.082,1,0,Control,0.082,0.357
0.576,0,0.018,2,0,Control,0.009,0.288
0.334,0,0.012,2,0,Control,0.006,0.167
0.417,0,0.015,1,0,Control,0.015,0.417
0.264,0,0.003,1,0,Control,0.003,0.264
0.324,0,0.102,3,0,Control,0.033999999999999996,0.108
0.297,0,0.024,3,0,Control,0.008,0.09899999999999999
0.124,0,0.003,1,0,Control,0.003,0.124
0.355,0,0.029,2,0,Control,0.0145,0.1775
0.291,2,0.074,1,0,Control,0.074,0.291
0.181,0,0.156,1,0,Control,0.156,0.181
0.189,0,0.041,1,0,Control,0.041,0.189
0.187,0,0.087,1,0,Control,0.087,0.187
0.401,1,0.26,1,0,Control,0.26,0.401
0.274,0,0.26,1,0,Control,0.26,0.274
0.123,0,0.016,2,0,Control,0.008,0.0615
0.199,0,0.154,1,0,Control,0.154,0.199
0.235,0,0.171,1,0,Control,0.171,0.235
0.133,0,0.122,1,0,Control,0.122,0.133
0.186,0,0.005,1,0,Control,0.005,0.186
0.475,2,0.101,3,0,Control,0.03366666666666667,0.15833333333333333
0.324,0,0.209,3,0,Control,0.06966666666666667,0.108
0.17,0,0.136,1,0,Control,0.136,0.17
0.197,0,0.063,1,0,Control,0.063,0.197
0.142,0,0.031,1,0,Control,0.031,0.142
0.2,2,0.087,1,0,Control,0.087,0.2
0.384,0,0.275,1,0,Control,0.275,0.384
0.391,0,0.098,2,0,Control,0.049,0.1955
0.119,0,0.037,1,0,Control,0.037,0.119
0.328,0,0.068,1,0,Control,0.068,0.328
0.306,2,0.0248,1,0,Control,0.0248,0.306
0.177,0,0.011,1,0,Control,0.011,0.177
0.477,1,0.293,2,0,Control,0.1465,0.2385
0.209,0,0.083,1,0,Control,0.083,0.209
0.196,0,0.022,1,0,Control,0.022,0.196
0.492,0,0.153,2,0,Control,0.0765,0.246
0.134,0,0.0082,1,0,Control,0.0082,0.134
0.224,0,0.008,1,0,Control,0.008,0.224
0.287,0,0.0297999999999999,2,0,Control,0.01489999999999995,0.1435
0.241,0,0.081,1,0,Control,0.081,0.241
0.147,0,0.048,1,0,Control,0.048,0.147
0.389,0,0.077,2,0,Control,0.0385,0.1945
0.542,0,0.293,1,0,Control,0.293,0.542
0.292,0,0.266,1,0,Control,0.266,0.292
0.409,0,0.046,1,0,Control,0.046,0.409
0.178,0,0.038,1,0,Control,0.038,0.178
0.477,0,0.035,2,0,Control,0.0175,0.2385
0.326,0,0.041,2,0,Control,0.0205,0.163
0.189,0,0.012,1,0,Control,0.012,0.189
0.207,0,0.094,1,0,Control,0.094,0.207
0.93,1,0.157,2,0,Control,0.0785,0.465
0.323,0,0.183,1,0,Control,0.183,0.323
0.253,0,0.01,1,0,Control,0.01,0.253
0.547,1,0.172,3,0,Control,0.057333333333333326,0.18233333333333335
0.155,0,0.021,1,0,Control,0.021,0.155
0.298,0,0.011,1,0,Control,0.011,0.298
0.212,0,0.144,1,0,Control,0.144,0.212
0.137,0,0.029,1,0,Control,0.029,0.137
0.26,0,0.027,1,0,Control,0.027,0.26
0.136,0,0.063,1,0,Control,0.063,0.136
0.156,0,0.052,1,0,Control,0.052,0.156
0.318,2,0.086,1,0,Control,0.086,0.318
0.138,0,0.06,1,0,Control,0.06,0.138
0.287,2,0.013,1,0,Control,0.013,0.287
0.154,0,0.07,1,0,Control,0.07,0.154
0.126,0,0.082,1,0,Control,0.082,0.126
0.146,0,0.02,1,0,Control,0.02,0.146
0.162,0,0.047,1,0,Control,0.047,0.162
0.189,0,0.163,1,0,Control,0.163,0.189
0.346,2,0.147,3,0,Control,0.048999999999999995,0.11533333333333333
0.359,2,0.3,1,0,Control,0.3,0.359
0.177,0,0.087,1,0,Control,0.087,0.177
0.131,0,0.065,1,0,Control,0.065,0.131
0.308,0,0.14,1,0,Control,0.14,0.308
0.22,0,0.028,1,0,Control,0.028,0.22
0.304,0,0.074,1,0,Control,0.074,0.304
0.334,1,0.186,1,0,Control,0.186,0.334
0.115,1,0.135,1,0,Control,0.135,0.115
0.293,0,0.18,1,0,Control,0.18,0.293
0.257,2,0.341,2,0,Control,0.1705,0.1285
0.4,0,0.103,3,0,Control,0.034333333333333334,0.13333333333333333
0.148,2,0.09,1,0,Control,0.09,0.148
0.385,1,0.263,1,0,Control,0.263,0.385
0.264,0,0.25,1,0,Control,0.25,0.264
0.41,0,0.241,3,0,Control,0.08033333333333333,0.13666666666666666
0.149,0,0.088,1,0,Control,0.088,0.149
0.238,0,0.132,1,0,Control,0.132,0.238
0.18,0,0.11,1,0,Control,0.11,0.18
0.541,2,0.225,3,0,Control,0.075,0.18033333333333335
0.208,0,0.022,1,0,Control,0.022,0.208
0.136,0,0.056,2,0,Control,0.028,0.068
0.579,0,0.391,1,0,Control,0.391,0.579
0.2,0,0.048,1,0,Control,0.048,0.2
0.33,2,0.035,1,0,Control,0.035,0.33
0.156,0,0.054,1,0,Control,0.054,0.156
0.166,0,0.038,1,0,Control,0.038,0.166
0.067,0,0.016,1,0,Control,0.016,0.067
0.289,0,0.165,1,30,Control,0.165,0.289
0.19,0,0.048,1,30,Control,0.048,0.19
0.263,0,0.155,1,30,Control,0.155,0.263
0.502,1,0.226,1,30,Control,0.226,0.502
0.235,0,0.087,3,30,Control,0.028999999999999998,0.07833333333333332
0.216,0,0.159,2,30,Control,0.0795,0.108
0.36,0,0.257,1,30,Control,0.257,0.36
0.151,0,0.131,1,30,Control,0.131,0.151
0.201,0,0.144,1,30,Control,0.144,0.201
0.184,0,0.07,1,30,Control,0.07,0.184
0.093,0,0.008,1,30,Control,0.008,0.093
0.068,0,0.009,1,30,Control,0.009,0.068
0.194,0,0.206,1,30,Control,0.206,0.194
0.184,0,0.105,2,30,Control,0.0525,0.092
0.14,0,0.112,1,30,Control,0.112,0.14
0.07,0,0.034,1,30,Control,0.034,0.07
0.116,0,0.162,1,30,Control,0.162,0.116
0.154,0,0.012,1,30,Control,0.012,0.154
0.05,0,0.039,1,30,Control,0.039,0.05
0.082,0,0.077,1,30,Control,0.077,0.082
0.08,0,0.025,1,30,Control,0.025,0.08
0.418,0,0.478,1,30,Control,0.478,0.418
0.153,2,0.012,1,30,Control,0.012,0.153
0.085,0,0.044,1,30,Control,0.044,0.085
0.12,0,0.12,1,30,Control,0.12,0.12
0.198,0,0.2,1,30,Control,0.2,0.198
0.373,2,0.25,1,30,Control,0.25,0.373
0.155,0,0.158,1,30,Control,0.158,0.155
0.227,0,0.026,2,30,Control,0.013,0.1135
0.188,0,0.056,1,30,Control,0.056,0.188
0.104,0,0.004,1,30,Control,0.004,0.104
0.167,0,0.068,1,30,Control,0.068,0.167
0.092,0,0.037,1,30,Control,0.037,0.092
0.147,0,0.039,1,30,Control,0.039,0.147
0.158,0,0.016,1,30,Control,0.016,0.158
0.307,0,0.008,3,30,Control,0.0026666666666666666,0.10233333333333333
0.445,2,0.205,1,30,Control,0.205,0.445
0.221,0,0.069,3,30,Control,0.023000000000000003,0.07366666666666667
0.149,0,0.01,1,30,Control,0.01,0.149
0.12,0,0.028,1,30,Control,0.028,0.12
0.163,0,0.062,1,30,Control,0.062,0.163
0.317,0,0.11,1,30,Control,0.11,0.317
0.276,1,0.048,2,30,Control,0.024,0.138
0.096,0,0.002,1,30,Control,0.002,0.096
0.203,0,0.012,1,30,Control,0.012,0.203
0.164,0,0.057,1,30,Control,0.057,0.164
0.178,0,0.007,2,30,Control,0.0035,0.089
0.165,0,0.014,1,30,Control,0.014,0.165
0.178,2,0.022,1,30,Control,0.022,0.178
0.081,0,0.105,1,30,Control,0.105,0.081
0.115,0,0.063,1,30,Control,0.063,0.115
0.104,0,0.001,1,30,Control,0.001,0.104
0.176,0,0.001,1,30,Control,0.001,0.176
0.145,0,0.02,1,30,Control,0.02,0.145
0.136,0,0.024,1,30,Control,0.024,0.136
0.13,0,0.033,3,30,Control,0.011000000000000001,0.043333333333333335
0.139,0,0.005,1,30,Control,0.005,0.139
0.146,0,0.022,1,30,Control,0.022,0.146
0.186,0,0.15,1,30,Control,0.15,0.186
0.191,0,0.036,1,30,Control,0.036,0.191
0.192,0,0.038,1,30,Control,0.038,0.192
0.14,0,0.11,1,30,Control,0.11,0.14
0.14,0,0.042,1,30,Control,0.042,0.14
0.338,2,0.096,3,30,Control,0.032,0.11266666666666668
0.232,0,0.076,1,30,Control,0.076,0.232
0.243,0,0.086,2,30,Control,0.043,0.1215
0.151,0,0.034,1,30,Control,0.034,0.151
0.261,1,0.039,2,30,Control,0.0195,0.1305
0.21,0,0.116,1,30,Control,0.116,0.21
0.301,0,0.212,1,30,Control,0.212,0.301
0.298,0,0.066,3,30,Control,0.022000000000000002,0.09933333333333333
0.193,0,0.076,2,30,Control,0.038,0.0965
0.172,0,0.041,1,30,Control,0.041,0.172
0.113,0,0.045,1,30,Control,0.045,0.113
0.167,0,0.064,1,30,Control,0.064,0.167
0.117,0,0.0399999999999999,1,30,Control,0.0399999999999999,0.117
0.196,2,0.09,2,30,Control,0.045,0.098
0.28,0,0.15,2,30,Control,0.075,0.14
0.374,0,0.198,1,30,Control,0.198,0.374
0.12,0,0.018,1,30,Control,0.018,0.12
0.2,0,0.04,2,30,Control,0.02,0.1
0.128,0,0.043,1,30,Control,0.043,0.128
0.109,0,0.083,1,30,Control,0.083,0.109
0.144,0,0.031,1,30,Control,0.031,0.144
0.168,2,0.005,1,30,Control,0.005,0.168
0.174,0,0.071,1,30,Control,0.071,0.174
0.101,0,0.052,1,30,Control,0.052,0.101
0.169,2,0.004,1,30,Control,0.004,0.169
0.387,0,0.089,2,30,Control,0.0445,0.1935
0.096,0,0.003,1,30,Control,0.003,0.096
0.34,0,0.1629999999999999,2,30,Control,0.08149999999999995,0.17
0.392,0,0.02,1,30,Control,0.02,0.392
0.086,0,0.006,1,30,Control,0.006,0.086
0.22,0,0.083,1,30,Control,0.083,0.22
0.136,0,0.04,1,30,Control,0.04,0.136
0.135,0,0.027,1,30,Control,0.027,0.135
0.216,2,0.0044,1,30,Control,0.0044,0.216
0.283,0,0.145,1,30,Control,0.145,0.283
0.175,0,0.034,1,30,Control,0.034,0.175
0.247,0,0.131,1,30,Control,0.131,0.247
0.142,0,0.038,1,30,Control,0.038,0.142
0.192,0,0.04,1,30,Control,0.04,0.192
0.347,0,0.097,2,30,Control,0.0485,0.1735
0.172,0,0.052,2,30,Control,0.026,0.086
0.33,0,0.072,1,30,Control,0.072,0.33
0.18,0,0.059,1,30,Control,0.059,0.18
0.23,0,0.108,1,30,Control,0.108,0.23
0.278,0,0.146,2,30,Control,0.073,0.139
0.094,0,0.002,1,30,Control,0.002,0.094
0.104,0,0.079,1,30,Control,0.079,0.104
0.217,0,0.131,1,30,Control,0.131,0.217
0.318,0,0.013,1,30,Control,0.013,0.318
0.452,0,0.213,1,30,Control,0.213,0.452
0.203,0,0.112,1,30,Control,0.112,0.203
0.231,0,0.011,2,30,Control,0.0055,0.1155
0.161,0,0.092,1,30,Control,0.092,0.161
0.088,0,0.024,1,30,Control,0.024,0.088
0.088,0,0.027,2,30,Control,0.0135,0.044
0.152,0,0.03,1,30,Control,0.03,0.152
0.279,0,0.248,2,30,Control,0.124,0.1395
0.246,0,0.101,2,30,Control,0.0505,0.123
0.362,0,0.1139999999999999,1,30,Control,0.1139999999999999,0.362
0.15,0,0.06,2,30,Control,0.03,0.075
0.098,2,0.144,2,30,Control,0.072,0.049
0.22,0,0.156,1,30,Control,0.156,0.22
0.283,0,0.17,1,30,Control,0.17,0.283
0.242,0,0.008,1,30,Control,0.008,0.242
0.282,0,0.045,2,30,Control,0.0225,0.141
0.087,0,0.1969999999999999,2,30,Control,0.09849999999999995,0.0435
0.371,0,0.048,1,30,Control,0.048,0.371
0.272,0,0.078,2,30,Control,0.039,0.136
0.262,0,0.065,2,30,Control,0.0325,0.131
0.648,3,0.112,2,30,Control,0.056,0.324
0.131,0,0.055,1,30,Control,0.055,0.131
0.665,0,0.171,4,30,Control,0.04275,0.16625
0.262,2,0.178,1,30,Control,0.178,0.262
0.266,0,0.042,1,30,Control,0.042,0.266
0.457,0,0.118,2,30,Control,0.059,0.2285
0.183,0,0.083,1,30,Control,0.083,0.183
0.208,0,0.028,1,30,Control,0.028,0.208
0.131,0,0.072,1,30,Control,0.072,0.131
0.39,0,0.21,2,30,Control,0.105,0.195
0.277,1,0.299,1,30,Control,0.299,0.277
0.312,0,0.278,1,30,Control,0.278,0.312
0.193,0,0.03,2,30,Control,0.015,0.0965
0.124,0,0.025,1,30,Control,0.025,0.124
0.156,0,0.058,1,30,Control,0.058,0.156
0.338,0,0.156,3,30,Control,0.052,0.11266666666666668
0.294,0,0.13,3,30,Control,0.043333333333333335,0.09799999999999999
0.17,0,0.028,1,30,Control,0.028,0.17
0.301,0,0.168,1,30,Control,0.168,0.301
0.21,0,0.09,1,30,Control,0.09,0.21
0.379,2,0.1699999999999999,3,30,Control,0.056666666666666636,0.12633333333333333
0.264,0,0.108,1,30,Control,0.108,0.264
0.294,0,0.087,2,30,Control,0.0435,0.147
0.341,0,0.147,2,30,Control,0.0735,0.1705
0.078,0,0.069,1,30,Control,0.069,0.078
0.612,1,0.374,3,30,Control,0.12466666666666666,0.204
0.56,1,0.285,2,30,Control,0.1425,0.28
0.135,0,0.082,1,30,Control,0.082,0.135
0.263,1,0.154,3,30,Control,0.051333333333333335,0.08766666666666667
0.245,0,0.181,3,30,Control,0.06033333333333333,0.08166666666666667
0.301,1,0.104,2,30,Control,0.052,0.1505
0.128,0,0.02,1,30,Control,0.02,0.128
0.304,0,0.13,2,30,Control,0.065,0.152
0.046,0,0.005,1,30,Control,0.005,0.046
0.122,0,0.062,1,30,Control,0.062,0.122
0.275,0,0.028,1,30,Control,0.028,0.275
0.043,0,0.009,1,30,Control,0.009,0.043
0.287,0,0.07,1,30,Control,0.07,0.287
0.261,0,0.043,2,30,Control,0.0215,0.1305
0.149,0,0.129,2,30,Control,0.0645,0.0745
0.269,0,0.158,1,30,Control,0.158,0.269
0.102,2,0.0409999999999999,3,30,Control,0.013666666666666633,0.033999999999999996
0.669,1,0.372,3,60,Control,0.124,0.223
0.09,0,0.069,1,60,Control,0.069,0.09
0.111,2,0.024,1,60,Control,0.024,0.111
0.191,0,0.038,1,60,Control,0.038,0.191
0.092,0,0.032,1,60,Control,0.032,0.092
0.138,0,0.0579999999999999,2,60,Control,0.02899999999999995,0.069
0.08,0,0.064,2,60,Control,0.032,0.04
0.11,0,0.033,1,60,Control,0.033,0.11
0.092,0,0.065,1,60,Control,0.065,0.092
0.11,0,0.009,1,60,Control,0.009,0.11
0.385,0,0.298,1,60,Control,0.298,0.385
0.127,0,0.097,1,60,Control,0.097,0.127
0.09,0,0.006,1,60,Control,0.006,0.09
0.347,2,0.264,3,60,Control,0.08800000000000001,0.11566666666666665
0.225,0,0.019,1,60,Control,0.019,0.225
0.111,0,0.018,1,60,Control,0.018,0.111
0.316,0,0.016,1,60,Control,0.016,0.316
0.092,0,0.075,1,60,Control,0.075,0.092
0.187,0,0.117,1,60,Control,0.117,0.187
0.196,0,0.077,1,60,Control,0.077,0.196
0.102,0,0.008,2,60,Control,0.004,0.051
0.306,0,0.242,1,60,Control,0.242,0.306
0.2339999999999999,2,0.203,2,60,Control,0.1015,0.11699999999999995
0.12,0,0.04,1,60,Control,0.04,0.12
